depSM,prDM,c0S/m,t090C,svCM,flECO-AFL,sbeox0ML/L,oxsatML/L,flag,Sal00,TraceID,folderpath_filename
537.229,541.325,2.140893,3.6003,1473.69,-0.0014,0.05656,7.19299,0.0,34.6728,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
537.767,541.867,2.138275,3.556,1473.57,0.0095,0.0728,7.20853,0.0,34.6783,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
538.318,542.422,2.141434,3.5968,1473.62,-0.0019,0.05846,7.19294,0.0,34.6628,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
538.789,542.896,2.143118,3.5854,1473.75,0.0019,0.08792,7.19553,0.0,34.6892,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
539.237,543.348,2.139521,3.5944,1473.69,0.001,0.05381,7.20082,0.0,34.6766,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
539.738,543.852,2.137496,3.5943,1473.78,0.0043,0.09835,7.19939,0.0,34.6609,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
540.318,544.436,2.140806,3.5803,1473.8,0.015,0.08962,7.19298,0.0,34.6791,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
540.752,544.874,2.143767,3.5692,1473.74,-0.0186,0.06103,7.19526,0.0,34.6884,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
541.272,545.397,2.140537,3.5866,1473.72,0.0035,0.07446,7.19649,0.0,34.6757,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
541.805,545.934,2.138567,3.5376,1473.59,0.0025,0.05017,7.18866,0.0,34.6627,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
542.315,546.448,2.13984,3.5479,1473.55,0.0087,0.07389,7.19881,0.0,34.6792,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
542.764,546.9,2.142057,3.585,1473.81,-0.0051,0.1086,7.20094,0.0,34.699,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
543.225,547.364,2.142477,3.5985,1473.87,0.0026,0.11017,7.19447,0.0,34.6817,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
543.78,547.923,2.139905,3.5329,1473.56,0.0044,0.04433,7.20911,0.0,34.6753,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
544.299,548.447,2.142797,3.555,1473.66,0.0096,0.09141,7.19854,0.0,34.6915,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
544.751,548.902,2.139956,3.5681,1473.66,-0.0059,0.09587,7.19764,0.0,34.6711,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
545.278,549.433,2.139197,3.5683,1473.77,0.006,0.05063,7.20033,0.0,34.6826,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
545.793,549.951,2.143123,3.6041,1473.88,-0.0096,0.062,7.20157,0.0,34.6773,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
546.245,550.406,2.138576,3.5933,1473.82,0.0013,0.05881,7.19296,0.0,34.6659,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
546.728,550.893,2.143349,3.6004,1473.9,-0.0042,0.08039,7.2066,0.0,34.6914,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
547.288,551.457,2.137946,3.5614,1473.68,-0.0015,0.04958,7.19604,0.0,34.6617,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
547.725,551.897,2.140739,3.5584,1473.77,0.0108,0.06831,7.19613,0.0,34.6789,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
548.267,552.444,2.142288,3.6028,1473.88,0.0062,0.06259,7.20094,0.0,34.6763,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
548.772,552.952,2.141248,3.6074,1473.98,0.005,0.04527,7.19086,0.0,34.6703,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
549.248,553.432,2.137874,3.5614,1473.74,0.0094,0.055,7.19497,0.0,34.6682,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
549.809,553.996,2.142083,3.5684,1473.8,0.0044,0.12011,7.2026,0.0,34.6803,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
550.308,554.499,2.141847,3.5982,1473.98,-0.0087,0.05272,7.20432,0.0,34.6915,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
550.803,554.998,2.140758,3.5828,1473.93,-0.0002,0.05456,7.19848,0.0,34.6732,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
551.303,555.502,2.140054,3.5754,1473.86,-0.0052,0.06207,7.19437,0.0,34.6899,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
551.744,555.946,2.139742,3.5801,1473.85,0.0049,0.08544,7.19845,0.0,34.6855,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
552.312,556.518,2.140934,3.5813,1473.9,0.0112,0.06697,7.20434,0.0,34.6832,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
552.771,556.98,2.13597,3.5081,1473.63,0.0141,0.06067,7.20116,0.0,34.6595,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
553.238,557.451,2.14056,3.5463,1473.76,0.0054,0.06632,7.20525,0.0,34.6868,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
553.773,557.99,2.139885,3.5564,1473.83,-0.002,0.07332,7.19814,0.0,34.6737,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
554.263,558.483,2.141677,3.6124,1474.07,0.0098,0.09222,7.20355,0.0,34.6913,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
554.756,558.98,2.138086,3.576,1473.95,-0.0084,0.04,7.1954,0.0,34.666,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
555.312,559.54,2.139343,3.5814,1473.94,0.0157,0.06856,7.19418,0.0,34.6842,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
555.739,559.97,2.138217,3.5636,1473.91,0.0034,0.09478,7.20934,0.0,34.6771,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
556.229,560.463,2.141431,3.5682,1474.02,0.0077,0.0779,7.20879,0.0,34.6862,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
556.816,561.055,2.14082,3.5774,1473.89,-0.0046,0.07164,7.20201,0.0,34.6753,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
557.263,561.505,2.142703,3.6121,1474.1,0.0007,0.05363,7.19389,0.0,34.6809,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
557.771,562.017,2.140741,3.584,1474.0,0.006,0.04221,7.19372,0.0,34.6744,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
558.246,562.495,2.140774,3.6127,1474.09,0.011,0.12016,7.20259,0.0,34.6807,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
558.766,563.019,2.137194,3.5371,1473.94,0.0018,0.06296,7.19708,0.0,34.6848,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
559.236,563.493,2.139125,3.5775,1473.96,0.0003,0.08268,7.2036,0.0,34.6615,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
559.799,564.06,2.139223,3.5566,1473.88,-0.015,0.08028,7.19732,0.0,34.6646,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
560.264,564.528,2.136091,3.5453,1473.84,-0.0072,0.05647,7.20121,0.0,34.6559,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
560.787,565.055,2.142001,3.5953,1474.15,0.0033,0.04734,7.19312,0.0,34.699,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
561.313,565.585,2.143366,3.6253,1474.33,0.0064,0.09189,7.1953,0.0,34.6852,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
561.775,566.05,2.139583,3.5545,1473.95,-0.02,0.06518,7.20233,0.0,34.6956,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
562.273,566.552,2.136138,3.5315,1473.88,0.0031,0.05479,7.19693,0.0,34.6585,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
562.815,567.098,2.140122,3.5568,1473.99,0.0037,0.09349,7.19676,0.0,34.686,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
563.297,567.584,2.1408,3.5982,1474.16,0.0031,0.08501,7.20186,0.0,34.6696,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
563.814,568.104,2.140018,3.5496,1473.93,-0.0113,0.06918,7.20254,0.0,34.6812,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
564.325,568.618,2.142391,3.5654,1473.95,0.0063,0.0893,7.19634,0.0,34.6871,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
564.739,569.036,2.139786,3.5676,1474.18,-0.0085,0.09292,7.19309,0.0,34.6806,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
565.3,569.601,2.141186,3.5834,1474.23,0.0066,0.09408,7.20192,0.0,34.6797,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
565.738,570.042,2.139901,3.5616,1474.08,0.0155,0.08381,7.20348,0.0,34.6803,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
566.265,570.573,2.139875,3.5693,1474.08,0.0018,0.07682,7.18866,0.0,34.6885,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
566.781,571.092,2.140005,3.5373,1474.01,0.0018,0.06399,7.20016,0.0,34.6795,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
567.287,571.602,2.138801,3.5602,1474.09,-0.0103,0.07167,7.20296,0.0,34.6915,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
567.764,572.083,2.141089,3.5595,1474.09,0.0073,0.08702,7.21456,0.0,34.6995,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
568.265,572.588,2.140806,3.5321,1473.98,0.0169,0.0507,7.20522,0.0,34.6889,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
568.77,573.096,2.140636,3.5669,1474.15,0.0009,0.07442,7.20443,0.0,34.678,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
569.254,573.584,2.140818,3.5634,1474.22,-0.0017,0.09817,7.19544,0.0,34.7019,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
569.811,574.145,2.139053,3.5393,1474.01,-0.0013,0.05762,7.19236,0.0,34.6911,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
570.266,574.603,2.14143,3.5905,1474.26,0.0127,0.08972,7.20037,0.0,34.6843,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
570.766,575.106,2.141113,3.5891,1474.28,-0.0003,0.04523,7.19746,0.0,34.6701,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
571.275,575.619,2.138764,3.5504,1474.11,0.0001,0.0894,7.20742,0.0,34.6743,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
571.739,576.087,2.1367,3.533,1474.07,-0.0054,0.06431,7.20751,0.0,34.6911,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
572.283,576.635,2.140236,3.564,1474.17,-0.0066,0.09275,7.20181,0.0,34.6714,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
572.78,577.135,2.139118,3.534,1474.08,-0.0112,0.06395,7.20181,0.0,34.6878,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
573.254,577.613,2.13583,3.5281,1474.01,0.0068,0.05846,7.19971,0.0,34.6808,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
573.806,578.169,2.140241,3.5702,1474.17,0.0045,0.08655,7.19569,0.0,34.6758,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
574.243,578.609,2.139549,3.5803,1474.23,0.0013,0.07853,7.20679,0.0,34.6748,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
574.784,579.154,2.139697,3.539,1474.11,-0.0136,0.07509,7.20178,0.0,34.6841,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
575.302,579.676,2.137025,3.5313,1474.01,-0.01,0.05528,7.19661,0.0,34.6679,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
575.789,580.166,2.140666,3.5708,1474.32,0.0019,0.08268,7.19508,0.0,34.6897,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
576.338,580.719,2.140467,3.5834,1474.3,0.0129,0.09099,7.20862,0.0,34.6832,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
576.832,581.217,2.137728,3.5693,1474.25,0.0058,0.10218,7.20047,0.0,34.6761,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
577.296,581.684,2.139294,3.5808,1474.29,-0.0025,0.06749,7.20123,0.0,34.6759,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
577.772,582.164,2.1384,3.5697,1474.28,-0.02,0.07055,7.20203,0.0,34.6708,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
578.251,582.647,2.140836,3.571,1474.22,0.0073,0.04887,7.2011,0.0,34.6908,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
578.768,583.167,2.139537,3.5515,1474.18,-0.0068,0.07867,7.20057,0.0,34.6853,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
579.247,583.65,2.141849,3.5701,1474.27,-0.0088,0.07647,7.19739,0.0,34.6889,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
579.835,584.242,2.141102,3.5696,1474.26,-0.0101,0.07739,7.20513,0.0,34.6655,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
580.311,584.721,2.138931,3.5724,1474.37,0.0051,0.07224,7.199,0.0,34.6743,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
580.767,585.181,2.139427,3.5784,1474.42,0.0143,0.09419,7.19694,0.0,34.677,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
581.29,585.708,2.140291,3.5865,1474.44,0.0093,0.09439,7.19779,0.0,34.6774,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
581.78,586.201,2.139683,3.5793,1474.35,-0.0143,0.08457,7.19713,0.0,34.6741,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
582.316,586.741,2.138144,3.5567,1474.26,0.0016,0.05541,7.2057,0.0,34.6706,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
582.753,587.181,2.138363,3.5509,1474.32,-0.0036,0.09222,7.19972,0.0,34.6774,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
583.286,587.718,2.140444,3.564,1474.35,-0.0067,0.05847,7.19888,0.0,34.6938,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
583.821,588.257,2.139219,3.5531,1474.41,0.0135,0.05307,7.21362,0.0,34.6812,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
584.337,588.777,2.138715,3.5301,1474.27,0.0054,0.05593,7.19688,0.0,34.6925,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
584.8,589.244,2.139679,3.5595,1474.35,-0.0018,0.07923,7.20439,0.0,34.6842,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
585.316,589.763,2.1389,3.5174,1474.3,-0.0011,0.06067,7.19091,0.0,34.7046,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
585.801,590.252,2.13935,3.5691,1474.43,0.0029,0.08027,7.20419,0.0,34.68,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
586.271,590.725,2.140113,3.5392,1474.28,0.0113,0.06764,7.19705,0.0,34.7128,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
586.76,591.217,2.140824,3.5578,1474.31,-0.0004,0.05796,7.20315,0.0,34.684,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
587.266,591.727,2.138549,3.5397,1474.29,0.003,0.08056,7.20204,0.0,34.6752,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
587.813,592.278,2.140631,3.5849,1474.52,-0.0042,0.05249,7.18921,0.0,34.6754,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
588.296,592.765,2.136703,3.527,1474.28,-0.0037,0.09504,7.19315,0.0,34.6725,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
588.751,593.223,2.142276,3.6033,1474.71,0.0051,0.05387,7.20146,0.0,34.6762,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
589.343,593.82,2.137961,3.543,1474.37,-0.0033,0.08365,7.20539,0.0,34.6706,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
589.751,594.23,2.141048,3.5797,1474.53,-0.0039,0.07659,7.20255,0.0,34.6827,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
590.249,594.732,2.138025,3.5458,1474.38,0.0012,0.04627,7.19637,0.0,34.6757,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
590.817,595.304,2.138954,3.5665,1474.56,0.0136,0.04154,7.20394,0.0,34.6882,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
591.249,595.739,2.138919,3.5509,1474.38,0.0088,0.0563,7.19475,0.0,34.6742,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
591.842,596.336,2.137671,3.5649,1474.51,-0.0029,0.09936,7.20631,0.0,34.6779,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
592.329,596.828,2.140333,3.5572,1474.5,0.0029,0.09051,7.19981,0.0,34.6692,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
592.829,597.331,2.138707,3.5497,1474.46,-0.0036,0.09553,7.20246,0.0,34.6638,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
593.281,597.786,2.137855,3.5504,1474.48,0.0019,0.07269,7.19582,0.0,34.668,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
593.789,598.297,2.139422,3.57,1474.54,0.0015,0.09219,7.19763,0.0,34.6815,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
594.271,598.784,2.138119,3.55,1474.49,0.0021,0.08321,7.20061,0.0,34.6905,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
594.818,599.334,2.137622,3.5369,1474.43,0.0101,0.04,7.2033,0.0,34.6756,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
595.327,599.847,2.14222,3.5666,1474.67,0.0069,0.06317,7.19949,0.0,34.6859,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
595.787,600.31,2.13885,3.5536,1474.45,-0.0072,0.05562,7.20455,0.0,34.6675,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
596.331,600.858,2.137748,3.5334,1474.54,-0.0029,0.05686,7.20802,0.0,34.7016,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
596.788,601.319,2.140502,3.5483,1474.54,0.0128,0.08359,7.20536,0.0,34.6853,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
597.312,601.847,2.137712,3.5498,1474.53,0.0097,0.0462,7.20399,0.0,34.6799,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
597.831,602.369,2.136997,3.5512,1474.6,-0.0014,0.05163,7.20243,0.0,34.6677,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
598.34,602.882,2.137549,3.5498,1474.62,0.0087,0.05305,7.21298,0.0,34.6716,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
598.79,603.335,2.139373,3.5528,1474.55,-0.0037,0.10126,7.20063,0.0,34.671,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
599.332,603.881,2.138824,3.524,1474.5,-0.0027,0.07803,7.20122,0.0,34.6829,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
599.84,604.393,2.138982,3.5303,1474.5,0.0126,0.04442,7.20115,0.0,34.6846,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
600.335,604.891,2.141127,3.5669,1474.61,0.0046,0.05108,7.19005,0.0,34.6759,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
600.832,605.392,2.137276,3.5131,1474.35,-0.0074,0.05135,7.20491,0.0,34.6708,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
601.258,605.822,2.140939,3.572,1474.79,0.0119,0.07585,7.20161,0.0,34.6891,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
601.803,606.37,2.138698,3.5688,1474.65,0.0025,0.07735,7.19081,0.0,34.6485,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
602.303,606.874,2.139538,3.5343,1474.56,-0.008,0.08079,7.2022,0.0,34.6882,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
602.836,607.411,2.135206,3.5243,1474.47,0.0047,0.08447,7.20064,0.0,34.6731,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
603.35,607.928,2.139461,3.5881,1474.87,-0.0116,0.10493,7.19339,0.0,34.6718,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
603.796,608.378,2.138118,3.5393,1474.53,-0.0005,0.0681,7.20114,0.0,34.6736,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
604.322,608.907,2.137837,3.5172,1474.46,-0.0039,0.062,7.20433,0.0,34.6794,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
604.761,609.35,2.140381,3.564,1474.7,-0.0061,0.06336,7.2065,0.0,34.6846,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
605.304,609.897,2.139523,3.5566,1474.69,0.0054,0.07094,7.20737,0.0,34.6843,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
605.801,610.397,2.141891,3.5777,1474.79,0.0067,0.07657,7.19759,0.0,34.6773,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
606.294,610.894,2.14255,3.5558,1474.73,-0.0019,0.08715,7.20261,0.0,34.6981,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
606.804,611.408,2.13658,3.5278,1474.6,0.0025,0.04,7.19855,0.0,34.6759,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
607.314,611.921,2.139144,3.5182,1474.63,0.0029,0.04,7.19544,0.0,34.6901,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
607.804,612.415,2.14034,3.5544,1474.77,-0.0056,0.05776,7.2006,0.0,34.6815,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
608.312,612.927,2.13733,3.5347,1474.57,-0.0022,0.06116,7.19265,0.0,34.6624,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
608.823,613.442,2.139885,3.5318,1474.81,-0.0002,0.06386,7.20108,0.0,34.6924,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
609.324,613.947,2.135392,3.5057,1474.62,0.0018,0.06818,7.20255,0.0,34.6686,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
609.758,614.383,2.138966,3.5531,1474.83,0.0135,0.08551,7.20038,0.0,34.6825,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
610.276,614.905,2.138288,3.5618,1474.81,0.0094,0.07876,7.20427,0.0,34.6737,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
610.796,615.429,2.142924,3.5788,1474.88,0.0023,0.08737,7.19844,0.0,34.69,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
611.301,615.938,2.138487,3.5331,1474.69,-0.0034,0.045,7.19902,0.0,34.6837,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
611.852,616.493,2.140759,3.5475,1474.81,-0.0082,0.0683,7.19304,0.0,34.6997,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
612.307,616.951,2.136808,3.5356,1474.78,-0.0131,0.05419,7.20342,0.0,34.6813,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
612.784,617.432,2.136675,3.5296,1474.64,-0.007,0.06213,7.20275,0.0,34.6598,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
613.305,617.957,2.137412,3.5341,1474.72,-0.0014,0.0769,7.19415,0.0,34.6858,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
613.804,618.458,2.137489,3.5328,1474.77,0.0057,0.04412,7.20149,0.0,34.6712,NA_NA_NA_NA_Nov14201006-03-53_CTD_06.cnv,CTD_06.cnv
