SourceFile,SourceFolder,SourceSubFolder,Data_File,Vessel,Cruise,Station,Water_Depth,SST,Latitude,Longitude,Latitude(decimal),Longitude(decimal),Datetime,name_0,name_1,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,name_10,name_11,name_12,name_13,name_14,name_15,span_0,span_1,span_2,span_3,span_4,span_5,span_6,span_7,span_8,span_9,span_10,span_11,span_12,span_13,span_14,span_15,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,FileName,Temperature_SN,Conductivity_SN,Number_of_Bytes_Per_Scan,Number_of_Voltage_Words,Number_of_Scans_Averaged_by_the_Deck_Unit,System_UpLoad_Time,Date,Time,nquan,nvalues,units,interval,start_time,bad_flag,datcnv_date,datcnv_in,datcnv_skipover,datcnv_ox_hysteresis_correction,datcnv_ox_tau_correction,file_type,number_of_scans_to_average,pressure_baud_rate,GPIB_address,Operator,System_UTC,NMEA_UTC_(Time),Store_Lat/Lon_Data,Real-Time_Sample_Interval,wildedit_date,wildedit_in,wildedit_pass1_nstd,wildedit_pass2_nstd,wildedit_pass2_mindelta,wildedit_npoint,wildedit_vars,wildedit_excl_bad_scans,filter_date,filter_in,filter_low_pass_tc_A,filter_low_pass_tc_B,filter_low_pass_A_vars,filter_low_pass_B_vars,celltm_date,celltm_in,celltm_alpha,celltm_tau,celltm_temp_sensor_use_for_cond,loopedit_date,loopedit_in,loopedit_percentMeanSpeed:_minV,loopedit_excl_bad_scans,Derive_date,Derive_in,binavg_date,binavg_in,binavg_bintype,binavg_binsize,binavg_excl_bad_scans,binavg_skipover,binavg_surface_bin,Time_12,Time_15,Time_18,SeacatPlus_V_1.6b_SERIAL_NO._5090_16_May_2009_22,vbatt,iext01,iext23,status,samples,mode,autorun,battery_type,pressure_sensor,SBE_38,Ext_Volt_0,echo_commands,output_format,temperature,TA0,TA1,TA2,TA3,TOFFSET,conductivity,G,H,I,J,CF0,CPCOR,CTCOR,CSLOPE,pressure_S/N,PA0,PA1,PA2,PTCA0,PTCA1,PTCA2,PTCB0,PTCB1,PTCB2,PTEMPA0,PTEMPA1,PTEMPA2,POFFSET,volt_0:_offset,volt_1:_offset,volt_2:_offset,volt_3:_offset,EXTFREQSF,"cast_2_16_May_2009_02:35:00_samples_86_to_84215,_avg",alignctd_date,alignctd_in,alignctd_adv,loopedit_minVelocity,loopedit_surfaceSoak:_minDepth,NMEA_baud_rate,Start_Time
CTD_13CTD_13.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\CTD_Return Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3447M,,"012""48.23N","082""59.98E",12.803833,82.999667,16-11-10 20:01:39,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.163,    501.035","-0.164,    504.430","0.539445,   5.425743","9.8428,    28.2939","2.7336,    35.0453","1497.59,    1540.67","-0.0255,     2.3261","0.02532,    4.91268","4.51349,    6.33873","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE CTD\CTD_Return\CTD_13.hdr,5094,3478,21.0,3.0,1.0,Nov 16 2010 20:01:39,16-11-2010,20.00,10,44883,specified,seconds: 0.0416667,Nov 16 2010 20:01:39,-9.99e-29,"Nov 17 2010 04:57:58, 7.18c",E:\SK 277 SBE CTD\CTD_Return\CTD_13.hex E:\SK 277 SBE CTD\CTD_Return\CTD_13.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_14CTD_14.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\CTD_Return Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3460M,,"012""51.95N","082""30.10E",12.865833,82.501667,17-11-10 00:29:15,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"0.035,    500.614","0.035,    504.005","3.799451,   5.476460","9.6306,    28.7936","28.0785,    35.0478","1496.83,    1541.21","0.0294,     1.3042","0.02049,    4.50117","4.49128,    6.36866","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE CTD\CTD_Return\CTD_14.hdr,5094,3478,21.0,3.0,1.0,Nov 17 2010 00:29:15,17-11-2010,00.30,10,41528,specified,seconds: 0.0416667,Nov 17 2010 00:29:15,-9.99e-29,"Nov 17 2010 04:58:16, 7.18c",E:\SK 277 SBE CTD\CTD_Return\CTD_14.hex E:\SK 277 SBE CTD\CTD_Return\CTD_14.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_15CTD_15.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\CTD_Return Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3447M,,"012""55.96N","081""59.85E",12.932667,81.9975,17-11-10 04:42:26,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.017,    500.301","-0.017,    503.690","3.813942,   5.492046","9.7819,    28.9026","32.3275,    35.0530","1497.38,    1541.40","0.0185,     1.3921","0.04019,    4.44010","4.48639,    6.34733","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE CTD\CTD_Return\CTD_15.hdr,5094,3478,21.0,3.0,1.0,Nov 17 2010 04:42:26,17-11-2010,04.40,10,37921,specified,seconds: 0.0416667,Nov 17 2010 04:42:26,-9.99e-29,"Nov 17 2010 05:12:06, 7.18c",E:\SK 277 SBE CTD\CTD_Return\CTD_15.hex E:\SK 277 SBE CTD\CTD_Return\CTD_15.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_16CTD_16.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\CTD_Return Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3419M,,"012""58.35N","081""30.09E",12.9725,81.5015,17-11-10 08:32:11,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"0.095,    501.250","0.096,    504.646","3.810291,   5.405411","9.7419,    29.0484","24.1681,    35.0562","1497.25,    1541.02","0.0404,     3.4250","0.04137,    4.46483","4.49494,    6.35288","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE CTD\CTD_Return\CTD_16.hdr,5094,3478,21.0,3.0,1.0,Nov 17 2010 08:32:11,17-11-2010,08.35,10,33909,specified,seconds: 0.0416667,Nov 17 2010 08:32:11,-9.99e-29,"Nov 17 2010 12:29:32, 7.18c",E:\SK 277 SBE CTD\CTD_Return\CTD_16.hex E:\SK 277 SBE CTD\CTD_Return\CTD_16.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_17CTD_17.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\CTD_Return Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3384M,,"013""04.95N","080""59.95E",13.0825,80.999167,17-11-10 12:34:56,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.131,    501.180","-0.132,    504.576","0.137033,   5.496716","9.7765,    29.0170","0.6369,    35.0531","1497.36,    1542.05","-0.5310,    44.4690","0.02125,    4.55382","4.47128,    6.34806","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE CTD\CTD_Return\CTD_17.hdr,5094,3478,21.0,3.0,1.0,Nov 17 2010 12:34:56,17-11-2010,12.35,10,34023,specified,seconds: 0.0416667,Nov 17 2010 12:34:56,-9.99e-29,"Nov 17 2010 13:02:15, 7.18c",E:\SK 277 SBE CTD\CTD_Return\CTD_17.hex E:\SK 277 SBE CTD\CTD_Return\CTD_17.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD _01CTD_01.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,11'30.26N,82'59.79E,11.504333,82.9965,29-10-10 01:56:54,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"1.517,    187.247","1.525,    188.373","4.158432,   5.598992","13.4048,    29.6929","30.6422,    35.1670","1504.80,    1543.16","0.0185,     1.2272","0.04351,    4.25979","4.43143,    5.87093","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5092, 26-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD _01.hdr,5092,3478,21.0,3.0,1.0,Oct 29 2010 01:56:54,,,10,46026,specified,seconds: 0.0416667,Oct 29 2010 01:56:54,-9.99e-29,"Nov 12 2010 16:07:58, 7.18c",E:\SK 277 SBE\CTD _01.hex E:\SK 277 SBE\CTD _01.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_02CTD_02.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,11'30.26N,82'59.79E,11.504333,82.9965,29-10-10 05:43:59,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"1.907,   2000.295","1.917,   2021.114","3.218295,   5.546376","-135.0833,    98.9762","-1264.2025,  1999.0000","-2160.51,    7874.26","0.0185,     1.1064","-908.63793, 1370.88047","1.9422e-07, 1.2838e+10","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5092, 26-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_02.hdr,5092,3478,21.0,3.0,1.0,Oct 29 2010 05:43:59,,,10,148542,specified,seconds: 0.0416667,Oct 29 2010 05:43:59,-9.99e-29,"Nov 12 2010 16:08:25, 7.18c",E:\SK 277 SBE\CTD_02.hex E:\SK 277 SBE\CTD_02.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_05-1-1CTD_05 -1-1.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,08'02.80N,88'59.00E,8.046667,88.983333,31-10-10 23:28:32,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"1200.358,   1499.956","1210.533,   1513.758","3.337847,   3.454570","4.3236,     5.7077","34.8478,    34.9004","1492.72,    1493.54","0.0185,     0.1283","1.32903,    1.81337","6.97443,    7.21357","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_05-1-1.hdr,5094,3478,21.0,3.0,1.0,Oct 31 2010 23:28:32,,,10,33544,specified,seconds: 0.0416667,Oct 31 2010 23:28:32,-9.99e-29,"Nov 12 2010 16:09:45, 7.18c",E:\SK 277 SBE\CTD_05-1-1.hex E:\SK 277 SBE\CTD_05-1-1.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_05-1-2CTD_05 -1-2.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,08'02.80N,88'59.00E,8.046667,88.983333,31-10-10 23:58:42,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"1001.282,   1195.959","1009.286,   1206.084","3.456989,   3.537546","5.7378,     6.6741","34.8868,    34.9375","1493.46,    1493.96","0.0404,     0.1174","1.01793,    1.37027","6.81560,    6.96943","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_05-1-2.hdr,5094,3478,21.0,3.0,1.0,Oct 31 2010 23:58:42,,,10,20083,specified,seconds: 0.0416667,Oct 31 2010 23:58:42,-9.99e-29,"Nov 12 2010 16:10:02, 7.18c",E:\SK 277 SBE\CTD_05-1-2.hex E:\SK 277 SBE\CTD_05-1-2.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_05-1-3CTD_05 -1-3.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,08'02.80N,88'59.00E,8.046667,88.983333,01-11-10 00:14:40,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"4.401,   1008.823","4.426,   1016.905","3.535152,   5.555576","6.6463,    28.8882","33.6268,    35.0771","1493.95,    1542.40","0.0294,     1.0734","0.22421,    4.25931","4.46107,    6.82011","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_05-1-3.hdr,5094,3478,21.0,3.0,1.0,Nov 01 2010 00:14:40,,,10,58972,specified,seconds: 0.0416667,Nov 01 2010 00:14:40,-9.99e-29,"Nov 12 2010 16:10:18, 7.18c",E:\SK 277 SBE\CTD_05-1-3.hex E:\SK 277 SBE\CTD_05-1-3.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_05-1CTD_05 -1.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,08'02.80N,88'59.00E,8.046667,88.983333,31-10-10 23:16:39,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"1500.628,   1545.184","1514.439,   1559.571","3.325428,   3.338816","4.1681,     4.3320","34.8418,    34.8497","1492.79,    1492.95","0.0294,     0.1064","1.79056,    1.87255","7.21206,    7.24133","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_05-1.hdr,5094,3478,21.0,3.0,1.0,Oct 31 2010 23:16:39,,,10,11652,specified,seconds: 0.0416667,Oct 31 2010 23:16:39,-9.99e-29,"Nov 12 2010 16:09:25, 7.18c",E:\SK 277 SBE\CTD_05-1.hex E:\SK 277 SBE\CTD_05-1.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTD_05ACTD_05 A.cnv,CTD_SK277,CTD_SK277\SK 277 SBE CTD\Processed_CTD_DATA\SK 277 SBE Processing Data,Sea-Bird SBE 9 Data File,ORV. Sagar Kanya,SK277,,3500M,,08'02.80N,88'59.00E,8.046667,88.983333,01-11-10 01:55:34,"depSM: Depth [salt water, m]","prDM: Pressure, Digiquartz [db]",c0S/m: Conductivity [S/m],"t090C: Temperature [ITS-90, deg C]",sal00: Salinity [PSU],"svCM: Sound Velocity [Chen-Millero, m/s]","flECO-AFL: Fluorescence, Wetlab ECO-AFL/FL [mg/m^3]","sbeox0ML/L: Oxygen, SBE 43 [ml/l]",oxsatML/L: Oxygen Saturation [ml/l],flag:  0.000e+00,,,,,,,"-0.177,    201.345","-0.178,    202.561","4.275254,   5.565227","14.7780,    28.8956","32.5681,    34.9675","1509.29,    1542.52","0.0185,     1.0185","0.25431,    4.55193","4.46109,    5.71444","0.0000e+00, 0.0000e+00",,,,,,,"Frequency  0  temperature, 5094, 03-Mar-09","Frequency  1  conductivity, 3478, 01-Apr-09 , cpcor = -9.5700e-08","Frequency  2  pressure, 0934, 07-Apr-09","Extrnl Volt  0  Oxygen, SBE, primary, 1606, 08-Apr-09p","Extrnl Volt  2  WET Labs, ECO_AFL","Extrnl Volt  3  userpoly 0, FLNTURTD-1095, 10-Apr-09","Extrnl Volt  5  surface irradiance (SPAR), degrees = 0.0",,,E:\SK 277 SBE\CTD_05A.hdr,5094,3478,21.0,3.0,1.0,Nov 01 2010 01:55:34,,,10,26948,specified,seconds: 0.0416667,Nov 01 2010 01:55:34,-9.99e-29,"Nov 12 2010 16:10:41, 7.18c",E:\SK 277 SBE\CTD_05A.hex E:\SK 277 SBE\CTD_05A.CON,0,yes,yes,ascii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
